player_name,age,games,games_played,minutes,minutes_90s,shots,passes,passes_total_distance,tackles,tackles_won,blocks,interceptions,touches,passes_received,fouls,fouled,aerials_won,aerials_lost,n_injuries,n_severe_injuries,currently_injured,position_DF,position_FW,position_GK,position_MF
Marcus Tavernier,27.28493151,8,7,614,6.8,3,429,6056,14,6,8,10,479,339,18,8,9,8,13,1,1,1,0,0,0
Marcus Tavernier,27.28493151,8,7,614,6.8,3,429,6056,14,6,8,10,479,339,18,8,9,8,13,1,1,1,0,0,0
Marcus Tavernier,27.28493151,8,7,614,6.8,3,429,6056,14,6,8,10,479,339,18,8,9,8,13,1,1,1,0,0,0
Ryan Christie,36.65753425,13,12,1008,11.2,5,909,16127,14,10,11,15,974,773,14,12,19,10,15,3,0,1,0,0,0
Emiliano Marcondes,17.52876712,1,0,8,0.1,0,8,168,0,0,0,0,11,7,0,0,0,0,0,0,0,1,0,0,0
Jaidon Anthony,20.43561644,12,8,752,8.4,5,421,4935,22,16,8,9,514,369,10,10,5,3,7,0,0,1,0,0,1
Siriki Dembélé,29.7369863,11,7,598,6.6,3,358,4419,13,8,4,3,399,289,3,6,3,3,15,3,0,1,0,0,0
Junior Stanislas,24.05753425,14,12,1076,12,8,636,7290,30,17,15,3,718,544,12,7,3,4,5,1,0,1,0,0,1
Jamal Lowe,25.06575342,13,6,682,7.6,7,407,5417,20,14,13,11,485,325,8,7,16,7,3,0,0,1,0,0,0
Dominic Solanke,31.2109589,11,8,689,7.7,8,512,7818,8,4,8,7,569,404,3,0,13,9,15,2,0,1,0,0,1
Kieffer Moore,30.05479452,14,14,1051,11.7,3,1227,17969,48,29,28,14,1346,1070,14,20,3,4,15,0,0,0,0,0,1
Gianluigi Donnarumma,22.78082192,13,10,837,9.3,13,659,8771,19,8,5,9,740,601,13,5,2,0,2,0,0,0,0,0,1
Presnel Kimpembe,25.89589041,3,3,242,2.7,4,123,1388,2,0,1,0,143,98,2,4,1,1,6,0,0,0,0,0,1
Sergio Ramos,25.27123288,10,2,321,3.6,6,282,4095,3,0,4,4,314,260,12,4,1,3,15,1,0,0,0,0,1
El Chadaille Bitshiabu,30.80273973,14,12,1080,12,31,891,10055,15,9,6,2,1032,879,16,46,1,2,15,1,1,0,1,0,1
El Chadaille Bitshiabu,30.80273973,14,12,1080,12,31,891,10055,15,9,6,2,1032,879,16,46,1,2,15,1,1,0,1,0,1
El Chadaille Bitshiabu,30.80273973,14,12,1080,12,31,891,10055,15,9,6,2,1032,879,16,46,1,2,15,1,1,0,1,0,1
El Chadaille Bitshiabu,30.80273973,14,12,1080,12,31,891,10055,15,9,6,2,1032,879,16,46,1,2,15,1,1,0,1,0,1
El Chadaille Bitshiabu,30.80273973,14,12,1080,12,31,891,10055,15,9,6,2,1032,879,16,46,1,2,15,1,1,0,1,0,1
El Chadaille Bitshiabu,30.80273973,14,12,1080,12,31,891,10055,15,9,6,2,1032,879,16,46,1,2,15,1,1,0,1,0,1
El Chadaille Bitshiabu,30.80273973,14,12,1080,12,31,891,10055,15,9,6,2,1032,879,16,46,1,2,15,1,1,0,1,0,1
El Chadaille Bitshiabu,30.80273973,14,12,1080,12,31,891,10055,15,9,6,2,1032,879,16,46,1,2,15,1,1,0,1,0,1
El Chadaille Bitshiabu,30.80273973,14,12,1080,12,31,891,10055,15,9,6,2,1032,879,16,46,1,2,15,1,1,0,1,0,1
El Chadaille Bitshiabu,30.80273973,14,12,1080,12,31,891,10055,15,9,6,2,1032,879,16,46,1,2,15,1,1,0,1,0,1
El Chadaille Bitshiabu,30.80273973,14,12,1080,12,31,891,10055,15,9,6,2,1032,879,16,46,1,2,15,1,1,0,1,0,1
El Chadaille Bitshiabu,30.80273973,14,12,1080,12,31,891,10055,15,9,6,2,1032,879,16,46,1,2,15,1,1,0,1,0,1
El Chadaille Bitshiabu,30.80273973,14,12,1080,12,31,891,10055,15,9,6,2,1032,879,16,46,1,2,15,1,1,0,1,0,1
El Chadaille Bitshiabu,30.80273973,14,12,1080,12,31,891,10055,15,9,6,2,1032,879,16,46,1,2,15,1,1,0,1,0,1
El Chadaille Bitshiabu,30.80273973,14,12,1080,12,31,891,10055,15,9,6,2,1032,879,16,46,1,2,15,1,1,0,1,0,1
El Chadaille Bitshiabu,30.80273973,14,12,1080,12,31,891,10055,15,9,6,2,1032,879,16,46,1,2,15,1,1,0,1,0,1
El Chadaille Bitshiabu,30.80273973,14,12,1080,12,31,891,10055,15,9,6,2,1032,879,16,46,1,2,15,1,1,0,1,0,1
El Chadaille Bitshiabu,30.80273973,14,12,1080,12,31,891,10055,15,9,6,2,1032,879,16,46,1,2,15,1,1,0,1,0,1
Nuno Mendes,35.42191781,13,13,1127,12.5,56,833,10441,11,9,6,0,967,835,3,18,0,1,15,0,0,0,1,0,1
Juan Bernat,30.54246575,12,3,319,3.5,3,151,1736,4,3,3,2,180,146,4,5,0,2,8,0,0,0,1,0,1
Achraf Hakimi,23.93150685,14,13,1142,12.7,58,508,5451,4,2,3,3,678,594,8,10,6,4,15,0,0,0,1,0,0
Nordi Mukiele,26.15342466,15,15,1350,15,0,461,10388,0,0,0,1,500,178,0,1,3,0,3,0,0,0,0,1,0
Danilo Pereira,21.66849315,11,9,839,9.3,5,468,8296,10,8,9,17,566,349,10,4,21,7,5,0,0,1,0,0,0
Marco Verratti,24.70958904,15,15,1350,15,9,753,12382,20,13,24,33,892,559,15,5,35,10,1,0,0,1,0,0,0
Vitinha,28.55616438,10,9,765,8.5,4,356,6638,15,8,14,13,437,253,10,1,16,14,7,0,0,1,0,0,0
Carlos Soler,23.83835616,6,3,243,2.7,0,141,2298,3,2,4,9,172,105,4,2,4,1,2,0,0,1,0,0,0
Renato Sanches,23.2739726,12,3,340,3.8,4,218,2127,3,2,1,1,240,157,2,2,9,13,7,1,0,1,0,0,1
Neymar,21.43013699,14,9,854,9.5,7,563,7942,29,17,19,26,681,393,17,7,11,10,2,0,0,1,0,0,0
Lionel Messi,29.58356164,7,4,327,3.6,0,221,2702,9,3,0,8,255,148,4,3,1,5,9,0,0,1,0,0,0
Pablo Sarabia,25.73972603,8,5,376,4.2,4,184,2404,10,9,1,5,215,137,9,5,2,4,3,0,0,0,0,0,1
Kylian Mbappé,19.13150685,1,0,74,0.8,0,27,393,3,1,2,1,37,22,2,0,1,1,0,0,0,0,0,0,1
Alexander Nübel,23.8739726,14,14,1164,12.9,16,579,8004,36,14,14,12,712,470,23,15,10,8,2,0,0,0,0,0,1
Benoît Badiashile,24.42739726,6,3,291,3.2,5,154,2491,9,5,2,4,192,125,4,4,1,7,1,0,0,0,0,0,1
Axel Disasi,20.77534247,7,4,355,3.9,1,131,1923,3,0,4,2,151,94,4,1,2,4,2,0,0,0,1,0,1
Guillermo Maripán,26.49041096,14,11,963,10.7,26,413,4945,23,14,12,13,520,341,12,11,6,11,15,1,0,0,1,0,1
Malang Sarr,20.74794521,6,3,248,2.8,1,106,1025,6,3,1,2,132,98,5,3,2,3,0,0,0,1,0,0,1
Ismail Jakobs,27.85753425,9,5,332,3.7,7,118,1154,5,2,11,4,172,105,8,5,4,2,6,0,0,0,1,0,1
Vanderson,27.54246575,4,1,111,1.2,5,50,557,3,2,2,0,70,48,2,3,0,3,11,1,0,0,1,0,1
Ruben Aguilar,32.28767123,13,11,811,9,19,248,2518,6,3,10,3,330,256,6,9,4,9,3,0,0,0,1,0,0
Mohamed Camara,25.77808219,15,13,1091,12.1,23,254,2427,8,5,8,5,393,312,24,34,17,27,15,5,0,0,1,0,0
Soungoutou Magassa,30.32328767,6,3,283,3.1,10,92,930,4,1,1,1,122,101,5,8,6,7,15,1,0,0,1,0,1
Youssouf Fofana,21.8630137,1,0,18,0.2,1,3,15,0,0,0,0,6,6,1,0,0,1,8,2,1,0,1,0,0
Youssouf Fofana,21.8630137,1,0,18,0.2,1,3,15,0,0,0,0,6,6,1,0,0,1,8,2,1,0,1,0,0
Youssouf Fofana,21.8630137,1,0,18,0.2,1,3,15,0,0,0,0,6,6,1,0,0,1,8,2,1,0,1,0,0
Youssouf Fofana,21.8630137,1,0,18,0.2,1,3,15,0,0,0,0,6,6,1,0,0,1,8,2,1,0,1,0,0
Youssouf Fofana,21.8630137,1,0,18,0.2,1,3,15,0,0,0,0,6,6,1,0,0,1,8,2,1,0,1,0,0
Youssouf Fofana,21.8630137,1,0,18,0.2,1,3,15,0,0,0,0,6,6,1,0,0,1,8,2,1,0,1,0,0
Youssouf Fofana,21.8630137,1,0,18,0.2,1,3,15,0,0,0,0,6,6,1,0,0,1,8,2,1,0,1,0,0
Youssouf Fofana,21.8630137,1,0,18,0.2,1,3,15,0,0,0,0,6,6,1,0,0,1,8,2,1,0,1,0,0
Youssouf Fofana,21.8630137,1,0,18,0.2,1,3,15,0,0,0,0,6,6,1,0,0,1,8,2,1,0,1,0,0
Youssouf Fofana,21.8630137,1,0,18,0.2,1,3,15,0,0,0,0,6,6,1,0,0,1,8,2,1,0,1,0,0
Youssouf Fofana,21.8630137,1,0,18,0.2,1,3,15,0,0,0,0,6,6,1,0,0,1,8,2,1,0,1,0,0
Youssouf Fofana,21.8630137,1,0,18,0.2,1,3,15,0,0,0,0,6,6,1,0,0,1,8,2,1,0,1,0,0
Youssouf Fofana,21.8630137,1,0,18,0.2,1,3,15,0,0,0,0,6,6,1,0,0,1,8,2,1,0,1,0,0
Youssouf Fofana,21.8630137,1,0,18,0.2,1,3,15,0,0,0,0,6,6,1,0,0,1,8,2,1,0,1,0,0
Youssouf Fofana,21.8630137,1,0,18,0.2,1,3,15,0,0,0,0,6,6,1,0,0,1,8,2,1,0,1,0,0
Youssouf Fofana,21.8630137,1,0,18,0.2,1,3,15,0,0,0,0,6,6,1,0,0,1,8,2,1,0,1,0,0
Youssouf Fofana,21.8630137,1,0,18,0.2,1,3,15,0,0,0,0,6,6,1,0,0,1,8,2,1,0,1,0,0
Youssouf Fofana,21.8630137,1,0,18,0.2,1,3,15,0,0,0,0,6,6,1,0,0,1,8,2,1,0,1,0,0
Youssouf Fofana,21.8630137,1,0,18,0.2,1,3,15,0,0,0,0,6,6,1,0,0,1,8,2,1,0,1,0,0
Youssouf Fofana,21.8630137,1,0,18,0.2,1,3,15,0,0,0,0,6,6,1,0,0,1,8,2,1,0,1,0,0
Youssouf Fofana,21.8630137,1,0,18,0.2,1,3,15,0,0,0,0,6,6,1,0,0,1,8,2,1,0,1,0,0
Youssouf Fofana,21.8630137,1,0,18,0.2,1,3,15,0,0,0,0,6,6,1,0,0,1,8,2,1,0,1,0,0
Youssouf Fofana,21.8630137,1,0,18,0.2,1,3,15,0,0,0,0,6,6,1,0,0,1,8,2,1,0,1,0,0
Youssouf Fofana,21.8630137,1,0,18,0.2,1,3,15,0,0,0,0,6,6,1,0,0,1,8,2,1,0,1,0,0
Youssouf Fofana,21.8630137,1,0,18,0.2,1,3,15,0,0,0,0,6,6,1,0,0,1,8,2,1,0,1,0,0
Youssouf Fofana,21.8630137,1,0,18,0.2,1,3,15,0,0,0,0,6,6,1,0,0,1,8,2,1,0,1,0,0
Youssouf Fofana,21.8630137,1,0,18,0.2,1,3,15,0,0,0,0,6,6,1,0,0,1,8,2,1,0,1,0,0
Youssouf Fofana,21.8630137,1,0,18,0.2,1,3,15,0,0,0,0,6,6,1,0,0,1,8,2,1,0,1,0,0
Jean Lucas,37.6630137,13,13,1125,12.5,0,388,8656,0,0,0,0,407,181,1,2,3,0,10,2,0,0,0,1,0
Eliot Matazo,22.50410959,15,15,1350,15,8,1058,19062,11,6,11,11,1173,896,13,5,24,20,1,0,0,1,0,0,0
Aleksandr Golovin,25.09315068,9,9,808,9,7,604,11244,6,4,9,5,676,490,7,6,25,19,5,2,0,1,0,0,0
Maghnes Akliouche,21.18630137,5,5,450,5,3,262,5205,3,0,6,2,313,214,5,5,8,4,1,0,0,1,0,0,0
Takumi Minamino,21.01369863,15,13,1115,12.4,7,759,9456,34,18,22,17,904,523,7,15,25,19,1,0,0,1,0,0,0
Gelson Martins,27.93972603,9,2,279,3.1,0,201,2951,3,2,2,5,232,141,7,1,7,6,3,1,0,1,1,0,0
Wissam Ben Yedder,30.82739726,14,13,1183,13.1,12,918,13799,21,14,16,19,1029,693,16,5,15,9,0,0,0,1,0,0,0
Breel Embolo,22.42739726,5,2,179,2,2,106,1437,6,2,4,2,132,73,2,2,2,4,1,0,0,1,0,0,1
Kevin Volland,27.71506849,7,7,551,6.1,7,465,8090,21,11,5,6,525,372,9,6,20,9,2,1,0,0,0,0,1
Myron Boadu,29.8109589,15,12,1044,11.6,17,639,9642,21,13,11,7,742,549,16,13,4,6,4,0,0,0,0,0,1
Steve Mandanda,28.04109589,6,5,434,4.8,3,231,3912,9,3,9,3,286,174,9,9,8,13,1,1,0,0,0,0,1
Arthur Theate,28.8630137,15,15,1180,13.1,21,739,9557,9,8,16,13,857,614,13,6,2,13,2,1,0,0,1,0,1
Joe Rodon,24.85479452,13,6,566,6.3,11,339,4644,10,4,3,9,403,292,18,13,0,2,3,0,0,0,1,0,1
Christopher Wooh,17.47945205,11,3,403,4.5,9,160,2020,16,6,6,6,223,163,13,10,1,4,0,0,0,0,1,0,1
Adrien Truffert,25.72876712,14,14,1196,13.3,42,532,6011,23,10,14,13,688,514,12,22,56,37,7,0,0,0,1,0,1
Birger Meling,20.77534247,10,2,263,2.9,9,118,1738,6,3,2,3,176,126,4,6,4,4,2,1,0,0,1,0,1
Hamari Traoré,22.77260274,3,3,226,2.5,5,74,736,1,1,1,0,100,78,2,2,3,2,1,1,0,0,1,0,1
Lorenz Assignon,20.84657534,10,8,605,6.7,12,139,1476,5,2,9,1,218,159,5,4,4,25,3,0,0,0,1,0,0
Baptiste Santamaria,19.6630137,10,0,105,1.2,6,14,110,1,1,1,2,35,24,3,4,1,4,0,0,0,0,1,0,1
Flavien Tait,32.15068493,12,12,1016,11.3,0,332,6658,0,0,0,1,355,162,1,1,1,0,2,0,0,0,0,1,0
Xeka,35.30410959,4,3,331,3.7,0,124,2398,1,0,0,0,134,63,0,0,0,0,3,1,0,0,0,1,0
Benjamin Bourigeaud,19.93972603,14,14,1260,14,3,955,15407,10,6,18,26,1062,784,14,9,16,18,1,0,0,1,0,0,0
Lovro Majer,34.22739726,4,4,291,3.2,0,153,2718,2,0,4,4,181,117,1,0,5,0,15,0,0,1,0,0,0
Désiré Doué,34.5260274,5,1,158,1.8,1,123,2107,2,2,0,4,138,102,5,1,7,3,1,0,0,1,0,0,0
Martin Terrier,30.23561644,15,15,1327,14.7,10,865,11929,50,32,19,28,1020,643,16,28,15,20,5,0,0,1,0,0,0
Kamaldeen Sulemana,19.52054795,14,14,1214,13.5,6,1071,14593,30,20,19,21,1204,804,14,17,6,13,1,0,0,1,0,0,0
Amine Gouiri,20.09315068,12,9,830,9.2,10,599,9140,29,15,12,13,710,494,12,8,10,12,1,0,0,0,0,0,1
Arnaud Kalimuendo,30.69863014,14,14,1167,13,4,908,14447,30,16,12,31,1031,714,13,11,23,15,2,0,0,1,0,0,1
Matthis Abline,22.77534247,14,11,973,10.8,9,714,9862,33,18,14,10,829,608,17,10,7,8,2,0,0,0,0,0,1
Anthony Lopes,24.40547945,6,6,343,3.8,6,246,3127,8,3,8,4,293,224,4,3,3,1,4,0,0,0,0,0,1
Rémy Riou,28.31232877,10,7,538,6,5,498,8133,8,6,3,7,546,440,8,11,7,5,15,3,0,0,0,0,1
Castello Lukeba,24.36712329,8,3,262,2.9,5,155,1994,6,3,2,0,195,137,5,4,2,1,1,0,0,0,0,0,1
Jérôme Boateng,24.85479452,11,1,313,3.5,9,303,4092,7,4,3,6,344,272,6,3,3,3,3,2,0,0,0,0,1
Damien Da Silva,30.19726027,15,11,1026,11.4,29,465,6196,5,5,7,7,576,466,7,4,14,24,2,0,0,0,1,0,1
Nicolás Tagliafico,20.23013699,7,0,81,0.9,1,29,350,3,2,2,1,45,26,2,0,1,2,0,0,0,0,1,0,1
Malo Gusto,22.77534247,13,11,873,9.7,25,409,4587,13,7,6,9,519,396,9,17,3,9,0,0,0,0,1,0,1
Johann Lepenant,19.2739726,12,1,222,2.5,9,185,2166,3,2,0,3,228,171,3,3,0,0,1,1,0,0,1,0,1
Thiago Mendes,26.37260274,12,6,576,6.4,19,122,1165,5,4,5,0,195,135,11,0,15,13,10,1,0,0,1,0,1
Maxence Caqueret,31.49589041,15,15,1297,14.4,45,413,4146,23,14,5,9,552,404,26,21,11,14,10,0,0,0,1,0,0
Houssem Aouar,27.95068493,12,12,1080,12,0,439,9434,0,0,0,0,464,237,0,2,2,0,4,1,0,0,0,1,0
Corentin Tolisso,27.3369863,3,3,270,3,0,110,1916,0,0,0,0,114,52,0,0,0,0,12,4,0,0,0,1,0
Romain Faivre,28.29863014,15,15,1305,14.5,10,772,11862,20,15,13,19,907,601,8,7,28,11,8,1,0,1,0,0,0
Jeff Reine-Adélaïde,29.12054795,10,9,716,8,5,420,6434,9,5,10,20,506,335,18,5,16,4,10,1,0,1,0,0,0
Karl Toko Ekambi,23.83013699,15,14,1200,13.3,1,707,12071,30,19,23,32,854,538,17,8,24,27,2,1,0,1,0,0,0
Bradley Barcola,28.62191781,4,2,211,2.3,1,105,1783,6,5,4,5,136,74,5,2,8,5,15,2,1,1,0,0,0
Bradley Barcola,28.62191781,4,2,211,2.3,1,105,1783,6,5,4,5,136,74,5,2,8,5,15,2,1,1,0,0,0
Bradley Barcola,28.62191781,4,2,211,2.3,1,105,1783,6,5,4,5,136,74,5,2,8,5,15,2,1,1,0,0,0
Bradley Barcola,28.62191781,4,2,211,2.3,1,105,1783,6,5,4,5,136,74,5,2,8,5,15,2,1,1,0,0,0
Bradley Barcola,28.62191781,4,2,211,2.3,1,105,1783,6,5,4,5,136,74,5,2,8,5,15,2,1,1,0,0,0
Bradley Barcola,28.62191781,4,2,211,2.3,1,105,1783,6,5,4,5,136,74,5,2,8,5,15,2,1,1,0,0,0
Bradley Barcola,28.62191781,4,2,211,2.3,1,105,1783,6,5,4,5,136,74,5,2,8,5,15,2,1,1,0,0,0
Bradley Barcola,28.62191781,4,2,211,2.3,1,105,1783,6,5,4,5,136,74,5,2,8,5,15,2,1,1,0,0,0
Bradley Barcola,28.62191781,4,2,211,2.3,1,105,1783,6,5,4,5,136,74,5,2,8,5,15,2,1,1,0,0,0
Bradley Barcola,28.62191781,4,2,211,2.3,1,105,1783,6,5,4,5,136,74,5,2,8,5,15,2,1,1,0,0,0
Bradley Barcola,28.62191781,4,2,211,2.3,1,105,1783,6,5,4,5,136,74,5,2,8,5,15,2,1,1,0,0,0
Bradley Barcola,28.62191781,4,2,211,2.3,1,105,1783,6,5,4,5,136,74,5,2,8,5,15,2,1,1,0,0,0
Bradley Barcola,28.62191781,4,2,211,2.3,1,105,1783,6,5,4,5,136,74,5,2,8,5,15,2,1,1,0,0,0
Bradley Barcola,28.62191781,4,2,211,2.3,1,105,1783,6,5,4,5,136,74,5,2,8,5,15,2,1,1,0,0,0
Bradley Barcola,28.62191781,4,2,211,2.3,1,105,1783,6,5,4,5,136,74,5,2,8,5,15,2,1,1,0,0,0
Bradley Barcola,28.62191781,4,2,211,2.3,1,105,1783,6,5,4,5,136,74,5,2,8,5,15,2,1,1,0,0,0
Tetê,21.53972603,7,4,366,4.1,4,194,1899,12,8,4,3,246,157,7,8,0,2,1,0,0,1,0,0,0
Rayan Cherki,23.83561644,9,3,341,3.8,6,226,3492,13,4,5,2,269,196,6,11,7,4,0,0,0,1,0,0,1
Moussa Dembélé,23.61643836,14,12,1052,11.7,15,610,8790,18,8,5,11,700,532,17,22,9,18,6,2,0,0,0,0,1
Alexandre Lacazette,27.96712329,14,12,1086,12.1,7,772,10794,25,17,19,19,880,606,20,9,15,6,10,1,0,0,0,0,1
Pau López,29.7369863,15,10,984,10.9,9,681,10170,22,16,8,17,764,541,15,7,8,11,5,0,0,0,0,0,1
Rubén Blanco,30.16712329,14,14,1105,12.3,19,600,7317,21,13,9,12,698,433,11,6,3,11,2,0,0,1,0,0,0
Chancel Mbemba,22.83013699,14,11,1100,12.2,28,650,7689,32,16,15,8,825,531,16,18,7,17,3,0,0,1,0,0,0
Samuel Gigot,25.51780822,10,6,417,4.6,9,185,2156,6,4,5,2,241,197,16,16,8,6,2,0,0,0,0,0,1
Leonardo Balerdi,25.43835616,10,6,515,5.7,6,271,3186,6,4,4,4,343,271,2,13,1,12,12,1,1,0,1,0,1
Leonardo Balerdi,25.43835616,10,6,515,5.7,6,271,3186,6,4,4,4,343,271,2,13,1,12,12,1,1,0,1,0,1
Leonardo Balerdi,25.43835616,10,6,515,5.7,6,271,3186,6,4,4,4,343,271,2,13,1,12,12,1,1,0,1,0,1
Leonardo Balerdi,25.43835616,10,6,515,5.7,6,271,3186,6,4,4,4,343,271,2,13,1,12,12,1,1,0,1,0,1
Leonardo Balerdi,25.43835616,10,6,515,5.7,6,271,3186,6,4,4,4,343,271,2,13,1,12,12,1,1,0,1,0,1
Leonardo Balerdi,25.43835616,10,6,515,5.7,6,271,3186,6,4,4,4,343,271,2,13,1,12,12,1,1,0,1,0,1
Leonardo Balerdi,25.43835616,10,6,515,5.7,6,271,3186,6,4,4,4,343,271,2,13,1,12,12,1,1,0,1,0,1
Leonardo Balerdi,25.43835616,10,6,515,5.7,6,271,3186,6,4,4,4,343,271,2,13,1,12,12,1,1,0,1,0,1
Leonardo Balerdi,25.43835616,10,6,515,5.7,6,271,3186,6,4,4,4,343,271,2,13,1,12,12,1,1,0,1,0,1
Leonardo Balerdi,25.43835616,10,6,515,5.7,6,271,3186,6,4,4,4,343,271,2,13,1,12,12,1,1,0,1,0,1
Leonardo Balerdi,25.43835616,10,6,515,5.7,6,271,3186,6,4,4,4,343,271,2,13,1,12,12,1,1,0,1,0,1
Leonardo Balerdi,25.43835616,10,6,515,5.7,6,271,3186,6,4,4,4,343,271,2,13,1,12,12,1,1,0,1,0,1
Leonardo Balerdi,25.43835616,10,6,515,5.7,6,271,3186,6,4,4,4,343,271,2,13,1,12,12,1,1,0,1,0,1
Leonardo Balerdi,25.43835616,10,6,515,5.7,6,271,3186,6,4,4,4,343,271,2,13,1,12,12,1,1,0,1,0,1
Leonardo Balerdi,25.43835616,10,6,515,5.7,6,271,3186,6,4,4,4,343,271,2,13,1,12,12,1,1,0,1,0,1
Leonardo Balerdi,25.43835616,10,6,515,5.7,6,271,3186,6,4,4,4,343,271,2,13,1,12,12,1,1,0,1,0,1
Leonardo Balerdi,25.43835616,10,6,515,5.7,6,271,3186,6,4,4,4,343,271,2,13,1,12,12,1,1,0,1,0,1
Leonardo Balerdi,25.43835616,10,6,515,5.7,6,271,3186,6,4,4,4,343,271,2,13,1,12,12,1,1,0,1,0,1
Leonardo Balerdi,25.43835616,10,6,515,5.7,6,271,3186,6,4,4,4,343,271,2,13,1,12,12,1,1,0,1,0,1
Leonardo Balerdi,25.43835616,10,6,515,5.7,6,271,3186,6,4,4,4,343,271,2,13,1,12,12,1,1,0,1,0,1
Eric Bailly,35.66027397,12,5,467,5.2,13,255,3287,3,2,3,0,302,222,2,10,1,0,14,0,0,0,1,0,1
Issa Kaboré,25.36712329,14,6,554,6.2,16,241,2941,11,6,3,7,316,217,6,8,6,4,14,0,0,0,0,0,1
Pape Gueye,22.67671233,6,1,143,1.6,9,33,263,3,3,5,0,59,44,5,3,8,8,2,0,0,0,1,0,1
Mattéo Guendouzi,33.93424658,12,10,854,9.5,22,334,3991,7,7,4,1,436,342,18,15,14,24,15,1,0,0,1,0,0
Valentin Rongier,36.05479452,13,13,1170,13,0,419,8949,0,0,1,1,440,195,0,0,1,0,3,1,0,0,0,1,0
Jordan Veretout,22.90410959,13,13,1071,11.9,3,791,13236,22,15,15,9,911,643,12,6,12,13,9,1,0,1,0,0,0
Jonathan Clauss,20.83561644,7,7,601,6.7,2,348,4886,4,2,9,8,406,288,3,5,11,7,2,0,0,1,0,0,0
Nuno Tavares,39.10410959,14,14,1260,14,9,981,17604,26,16,20,24,1119,795,14,3,28,12,9,4,0,1,0,0,0
Gerson,22.05205479,13,10,927,10.3,2,563,6879,34,19,15,21,668,379,10,8,14,11,0,0,0,1,0,0,0
Amine Harit,29.1890411,5,2,166,1.8,1,99,1107,5,4,2,1,111,69,3,3,0,5,9,1,0,1,0,0,1
Dimitri Payet,26.5260274,12,7,624,6.9,9,409,4998,34,19,6,11,501,320,9,15,6,7,15,1,0,1,0,0,1
Cengiz Ünder,24.15616438,14,10,931,10.3,5,530,6255,18,10,18,11,619,394,5,7,10,9,6,1,0,1,0,0,1
Bamba Dieng,18.49863014,2,0,12,0.1,0,14,128,0,0,0,1,12,6,0,0,0,0,0,0,0,1,0,0,0
Alexis Sánchez,25.88219178,10,7,673,7.5,3,379,5943,12,4,6,12,451,328,10,5,6,5,5,0,0,1,0,0,1
Kasper Schmeichel,29.23287671,11,10,721,8,5,576,8758,30,20,13,9,652,499,7,5,3,4,15,1,0,1,0,0,1
Jean-Clair Todibo,21.66027397,8,3,276,3.1,3,174,2432,9,4,5,7,209,147,8,4,1,3,1,0,0,0,0,0,1
Mattia Viti,28.97260274,8,4,390,4.3,12,190,2490,7,4,2,3,227,157,4,2,1,6,10,1,0,0,1,0,1
Dante,23.17260274,6,3,362,4,3,191,2034,18,6,6,4,254,185,3,9,2,5,5,0,0,0,0,0,1
Melvin Bard,31.91506849,12,5,578,6.4,9,387,5484,16,9,8,9,454,306,7,10,3,6,15,1,0,0,0,0,1
Joe Bryan,22.4630137,7,5,453,5,11,259,3208,8,6,7,4,321,241,2,7,5,2,3,0,0,0,1,0,1
Youcef Atal,27.49315068,11,10,889,9.9,33,403,4663,11,4,9,1,523,413,8,21,5,6,3,0,0,0,1,0,1
Jordan Lotomba,28.56438356,10,8,734,8.2,18,202,1800,11,6,10,3,294,207,5,9,17,18,1,1,0,0,1,0,1
Antoine Mendy,31.12876712,12,9,746,8.3,22,217,2012,2,0,0,1,292,230,7,9,25,25,3,0,0,0,1,0,0
Pablo Rosario,21.05205479,9,9,810,9,0,262,4174,1,1,0,1,279,149,0,2,0,0,2,0,0,0,0,1,0
Mario Lemina,22.63013699,14,13,1105,12.3,10,784,12693,19,13,11,13,897,599,12,9,18,19,1,0,0,1,0,0,0
Alexis Beka Beka,21.88493151,14,12,1120,12.4,8,786,10902,21,12,18,6,903,571,18,3,19,24,4,1,0,1,0,0,0
Ross Barkley,17.03287671,2,1,101,1.1,0,44,573,1,1,2,5,58,28,2,2,5,2,0,0,0,1,0,0,0
Hicham Boudaoui,38.9260274,14,14,1260,14,9,887,15059,17,12,20,12,1010,679,10,4,31,17,3,1,0,1,0,0,0
Aaron Ramsey,23.57534247,5,1,109,1.2,1,41,464,4,3,1,2,54,33,2,4,1,0,5,1,0,1,1,0,0
Sofiane Diop,32.87123288,12,11,965,10.7,10,649,7137,23,8,14,12,742,458,5,9,19,12,14,2,0,1,0,0,0
Nicolas Pépé,27.49041096,8,4,354,3.9,3,222,3038,1,1,3,2,249,173,5,8,5,5,0,0,0,1,0,0,1
Gaëtan Laborde,32.31232877,14,14,1216,13.5,12,824,11886,60,33,20,19,1014,669,26,16,48,30,1,0,0,0,0,0,1
Andy Delort,32.63013699,8,1,162,1.8,0,147,2178,7,6,2,5,173,123,7,2,7,3,7,2,0,0,0,0,1
Lucas Chevalier,29.32328767,9,6,536,6,7,400,5600,15,6,8,3,468,342,21,6,6,3,15,4,0,0,0,0,1
Tiago Djaló,18.89315068,6,0,66,0.7,1,45,651,6,5,4,0,68,40,8,2,0,4,0,0,0,0,0,0,1
Bafodé Diakité,22.23561644,14,14,1097,12.2,21,732,10853,18,9,10,5,820,649,25,20,2,12,2,0,0,0,0,0,1
Leny Yoro,32.71780822,9,8,721,8,11,559,6960,17,12,12,5,633,480,8,12,2,8,9,3,0,0,1,0,1
